	15948X1	15948X10	15948X2	15948X3	15948X4	15948X5	15948X6	15948X7	15948X8	15948X9
Dazap2	32.930949566357654	30.986150907693464	32.22337524441215	40.65833040185231	30.689199403006025	26.459996862204022	37.32978679477381	49.14034590282803	60.56374158797189	45.3676650158876
Mcts1	17.447844118145163	25.71425538983168	19.38619226673046	21.540178342967792	26.380474868341494	19.61312120947013	23.101552142465035	24.103412334559795	21.962177705580665	25.53032957383017
Trappc10	6.536143338019005	6.268982469716671	6.64583952985307	8.998277030930536	5.985039569508873	6.737655907575483	8.818844945974927	11.943110604420072	11.35749629712018	8.983298381580129
Ccm2	2.331402836496096	4.51521841815532	4.084873128323453	5.496456367248444	4.662086421140457	2.656728916714132	4.248207925053361	8.588376605940384	8.068740786591158	7.098730902332503
Tbrg4	5.962877380250053	4.49361660625764	6.676202062141078	9.955163945478361	7.28683705250435	6.660122441261347	10.36952499700747	13.55278207749816	14.513025382463498	10.536942386451154
Fap	3.7191351733710363	6.186719923753166	3.842796699473699	4.398600048214956	3.176271268901092	2.9652031187245784	4.282617701293959	7.100580014987245	6.305633431553184	6.469359203261473
Ndufa9	122.90768531390975	122.0861493664139	121.82141269948784	180.70097391697172	137.10662161063334	129.0510412354211	171.00351703176253	203.9845331251883	136.17047059308555	164.58278640873695
Galnt1	25.550523146507196	28.357129287614672	29.083855301562558	32.901601144694155	28.70949204132234	30.10693564848995	31.64996485567621	35.91476803325901	32.28105779778357	33.16022537171691
Mkrn2	3.1021273647631222	3.6165646740090027	3.4582565938662966	5.079135798813381	2.994695443553663	3.3453841347544953	4.680718981592814	7.990387475708666	6.529063380191284	5.788905379447765
Pparg	3.606521948047934	5.188661348072592	7.604095969336599	8.919935482834811	6.062203090048632	8.388317680302372	8.7185999011935	9.180771505260273	6.84742937839516	6.9826457734590655
Raf1	17.214795797010662	14.497596464745254	15.42520460544228	25.210497995210662	18.135718626157892	13.614917373280786	22.710104470989435	27.348686538122944	21.279904330635084	17.502685387679115
Pdgfb	4.3009606466338415	2.7682004843915755	3.7422887694942575	5.492411194423816	2.489645753429888	3.2602483668085753	5.138782763508559	10.858499128249871	7.975434685843084	7.0001709072126514
Acvrl1	3.0208713760972445	4.741191986712294	3.968379670977256	5.164870694044433	4.210262069336777	4.294315211439665	6.113833851969156	9.29200830764499	6.056771324129917	7.643263531215924
Grasp	2.950222727449977	4.244451262083805	4.094530651705714	3.348882088981017	1.4202584965533647	3.237384703889069	3.451132021533211	3.8854308500142145	4.120868713987458	3.6493168393016515
Acvr1b	1.8855322936804622	1.7903776892632435	2.272064904346033	3.1170864980758375	1.9606511024171502	1.6138682725796776	2.580635134594308	3.527864638430332	3.09391614402363	3.2652675884073865
Tom1l2	15.064162098071964	11.171955912767084	11.999013330047424	15.90979343807753	11.018690043028016	12.617262733309076	16.096516576553846	24.571586112106726	20.617739072358233	18.056660092149055
Itga5	4.377407357298812	4.88616614712139	4.380855934837782	6.063172915852076	3.21966501443595	4.037412247031153	4.767486794865471	8.969746890641174	9.812381103730837	8.122037481868912
Wdr77	2.4100674930274266	1.7895928689410225	2.05642522396474	2.9784227515012867	2.539249266864506	2.1754404407977543	3.2228296939596373	4.378661671995807	2.906289291928509	3.0773313151035446
Atp5pb	155.99087011835653	163.3369095329969	170.4210299755611	232.40652266811978	180.4451152090076	162.67351027909754	211.4025139191322	238.97193727298657	175.36114648145679	210.73356605364137
Sox9	0.40291567949118656	1.3332412774672622	0.29604455561980636	0.7109886141094302	0.5371380380416687	0.5968805716148559	0.45070500981034356	1.538494778035704	3.2256884667470147	2.2427633416868975
Hnrnpd	7.191610077824703	10.064949073082282	8.267601662669707	6.3724515789131315	8.087275220246227	6.442130967558828	6.6314013560511755	5.47964057976442	6.40909738471137	5.779216123637209
C1d	5.253582538122418	5.548090589393286	5.256305347146968	7.033344304647115	5.811577705789313	4.047726385612839	6.288587561650192	8.589649623076145	7.802486829561795	6.982418041711636
Gm2a	4.036967130351482	3.8913183564850513	3.856039517165663	4.649130909396009	3.0138038306016193	1.9934586573196258	3.8517005125078283	6.1915996027373	6.811115995950315	3.6952489293959765
Krit1	12.17755257176623	14.642693632277279	14.51779801535273	16.90925843216845	15.15990800720488	14.050657526124539	16.182900263727895	17.702979653318874	15.462670267224256	17.130679795748833
Clcn4	28.786213206382914	36.471719126011614	29.91939247691284	34.006456345998366	34.18136842190864	41.072517736365576	33.52831737805859	23.15261544975292	22.61133275530941	23.887433649979123
Hk2	54.0947005098121	51.26042959695017	49.782901876435155	57.00415204430299	39.764047380144575	40.83904821609769	73.85380662403593	168.15803039605677	123.94990803132973	105.49101377045834
Myo18a	32.50949802561452	25.650692171777678	25.059681049599217	26.59901660161566	24.80333016832996	22.703742014231043	29.285521469770057	41.081766195913964	34.84679096040406	39.170694129363795
Loxl3	0.7317963402764522	1.9301826820802854	0.8961524432561488	1.0949911338128013	1.0839754940469986	1.070701659835119	1.310820135542772	4.514854586800461	10.490718120711117	4.526025582174388
Kat2b	33.5860915956351	31.629457824768096	30.93904197906232	38.90786211081383	32.745564798826095	33.18148279777068	33.97435229448226	33.382961544577824	31.674583997116475	35.78695582607761
Rab5b	10.478341727648154	11.080175612552472	11.009599117029534	14.694823761030008	11.105328936511501	8.968641544977379	13.617235666823516	18.221466893462146	13.553835250557647	15.359167442602732
Icosl	1.3025316049507192	1.1925054471830256	1.2180539676496511	2.226975755309374	1.4207243842018977	1.2668923291146084	1.9868499099848298	2.1476873176328195	2.3503888720504156	2.0505973284411985
Spg7	23.132835370964447	22.730175467561597	19.45611816155066	30.626734136040906	20.406246967533693	20.982708070884755	27.625448412157482	24.666764041863065	18.790126553387864	28.857992595259496
Rpl13	8.122976542956902	4.869346772651867	8.455236988235363	12.337821852844659	8.460128697190072	5.988846568251195	11.469394270204305	24.71651634835394	16.571375559854083	13.083102558934769
Chmp1a	4.0483611871119125	4.256241404478482	3.0889620945956335	6.254417855954887	3.528796110667206	2.9473689908323393	6.352239877134566	14.789410111312494	8.241737427974915	8.763428909934104
